timestamp,uname,src_comp,dst_comp
2303788,U10379@C3521,C17693,C3521
2303870,U995@DOM1,C17693,C1014
2304805,U1600@DOM1,C17693,C16088
2304891,U66@DOM1,C17693,C3288
2304904,U5087@DOM1,C17693,C21963
2304959,U5087@DOM1,C17693,C1268
2305081,U795@DOM1,C17693,C10005
2305203,U12@DOM1,C17693,C368
2305324,U12@DOM1,C17693,C366
2305554,U4448@DOM1,C17693,C1555
2305762,U1048@DOM1,C17693,C12320
2306980,U6572@DOM1,C17693,C90
2307167,U737@DOM1,C17693,C2578
2364275,U4978@DOM1,C17693,C1448
2365209,U8777@C583,C17693,C583
2367407,U66@DOM1,C17693,C3699
2370126,U66@DOM1,C17693,C5653
2370254,U374@DOM1,C17693,C1461
2372194,U66@DOM1,C17693,C626
2372551,U66@DOM1,C17693,C626
2373636,U1145@DOM1,C17693,C2877
2383984,U737@DOM1,C19932,C529
2461523,U3718@DOM1,C17693,C9692
2461523,U3718@DOM1,C17693,C9692
2468190,U737@DOM1,C19932,C457
2536079,U737@DOM1,C19932,C625
2550137,U737@DOM1,C19932,C108
2550446,U737@DOM1,C19932,C108
2551401,U737@DOM1,C19932,C108
2551501,U737@DOM1,C19932,C108
2551583,U737@DOM1,C19932,C108
2552687,U9263@DOM1,C17693,C828
2552687,U9263@DOM1,C17693,C828
2552687,U9263@DOM1,C17693,C828
2552687,U9263@DOM1,C17693,C828
2552687,U655@DOM1,C17693,C828
2552687,U655@DOM1,C17693,C828
2552687,U655@DOM1,C17693,C828
2552687,U655@DOM1,C17693,C828
2552687,U655@DOM1,C17693,C828
2557047,U737@DOM1,C19932,C108
